"Arquivo";"Tipo";"Secao";"Chave";"LinhaTribo";"LinhaDeepSeek";"Tribo";"DeepSeek";"IdiomaTribo";"IdiomaDeepSeek"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"OutroMLSub_Sentence7";"";"96";"";"""Essas foram as minhas escolhas.""";"";"EN"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"OutroMLSub_Sentence8";"";"97";"";"""Estou pronto para o que vier.""";"";"PT"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"SlaughterMonologueSub_Sentence1";"";"9";"";"""Por seis meses a cidade se contorceu e mudou. Por seis meses tentei esquecer o que fiz à Imperatriz e sua filhinha.""";"";"PT/Misto"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"SlaughterMonologueSub_Sentence2";"";"10";"";"""Mas não havia como esquecer.""";"";"PT"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"SlaughterMonologueSub_Sentence3";"";"11";"";"""Eu precisava encontrar meu próximo passo, mas tudo que eu tinha era aquele nome: Delilah. Quem era ela? Uma ameaça ou uma aliada?""";"";"PT"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"SlaughterMonologueSub_Sentence4";"";"12";"";"""Chegou uma mensagem da minha segunda em comando, Billie Lurk. Numa casa construída sobre segredos, Lurk era especialmente boa em desvendá-los.""";"";"PT"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"SlaughterMonologueSub_Sentence5";"";"13";"";"""Havia um navio chamado Delilah que caçava baleias para Bundry Rothwild, um ex-marinheiro que havia prosperado.""";"";"PT"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"SlaughterMonologueSub_Sentence6";"";"14";"";"""Agora ele era dono de um matadouro e tratava seus funcionários como uma gangue de prisão.""";"";"PT"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"SlaughterMonologueSub_Sentence7";"";"15";"";"""Um navio chamado Delilah - pode ser uma coincidência, mas não é. Em Dunwall, as coisas sempre se embaraçam como um saco de cobras.""";"";"PT/Misto"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"TimshMonologueSub_Sentence1";"";"17";"";"""Quando jovem, Delilah foi aprendiz de padeira na Torre de Dunwall. Anos depois, uma pintora no círculo de Sokolov.""";"";"PT"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"TimshMonologueSub_Sentence2";"";"18";"";"""O advogado Arnold Timsh pagou a ela para pintar retratos.""";"";"Indeterminado"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"TimshMonologueSub_Sentence3";"";"19";"";"""Ele, eu conhecia. Um nobre, nascido rico, e agora estava fazendo uma segunda fortuna confiscando os bens das vítimas da peste para o Lorde Regente.""";"";"PT"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"TimshMonologueSub_Sentence4";"";"20";"";"""Mas o Advogado Timsh também travava uma guerra particular com sua própria sobrinha. Algo relacionado à fortuna da família.""";"";"PT"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"TimshMonologueSub_Sentence5";"";"21";"";"""Lurk provavelmente estava certo—precisávamos falar primeiro com a sobrinha. A rixa dela com o velho Barrister era algo que poderíamos usar.""";"";"PT/Misto"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"TimshMonologueSub_Sentence6";"";"22";"";"""Mandei uma mensagem para a sobrinha do advogado, e ela afirmou saber coisas sobre Delilah que ninguém mais sabia. Mas esse conhecimento teria um preço.""";"";"PT/Misto"
"Subtitles.int";"Somente DeepSeek";"Subtitles";"TimshMonologueSub_Sentence7";"";"23";"";"""Não fiquei surpreso. Fui encontrá-la.""";"";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Egg.Egg_AII_1 DisAbstractItem";"m_ItemName";"2";"2";"""Potterstead Egg""";"""Ovo de Potterstead""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Egg.Egg_AII_2 DisAbstractItem";"m_ItemName";"7";"7";"""Cullero Egg""";"""Ovo de Cullero""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Egg.Egg_AII_3 DisAbstractItem";"m_ItemName";"12";"12";"""Wynnedown Egg""";"""Ovo de Wynnedown""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Egg.Egg_AII_4 DisAbstractItem";"m_ItemName";"17";"17";"""Yaro Egg""";"""Ovo de Yaro""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Egg.Egg_AII_5 DisAbstractItem";"m_ItemName";"22";"22";"""Redmoor Egg""";"""Ovo de Redmoor""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Egg.Egg_AII_6 DisAbstractItem";"m_ItemName";"27";"27";"""Driscol Egg""";"""Ovo de Driscol""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Egg.Egg_AIP_1:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"32";"32";"""Potterstead Egg""";"""Ovo de Potterstead""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Egg.Egg_AIP_2:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"35";"35";"""Cullero Egg""";"""Ovo de Cullero""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Egg.Egg_AIP_3:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"38";"38";"""Wynnedown Egg""";"""Ovo de Wynnedown""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Egg.Egg_AIP_4:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"41";"41";"""Yaro Egg""";"""Ovo de Yaro""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Egg.Egg_AIP_5:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"44";"44";"""Redmoor Egg""";"""Ovo de Redmoor""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Egg.Egg_AIP_6:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"47";"47";"""Driscol Egg""";"""Ovo Driscol""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_Cameo:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"50";"50";"""Cameo - 175 coin""";"""Cameo - 175 moedas""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_CigCage:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"53";"53";"""Cigar Case - 90 coin""";"""Estojo de Charutos - 90 moedas""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_Egg_Gristol:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"56";"56";"""Clockwork Egg - 250 coin""";"""Ovo de Corda - 250 moedas""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_FishStatue:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"59";"59";"""Fish Statuette - 65 coin""";"""Estatueta de Peixe - 65 moedas""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_HoundStat:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"62";"62";"""Hound Statuette - 125 coin""";"""Estatueta de Cão de Caça - 125 moedas""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_Ingot_twk:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"65";"65";"""Ingot - 100 coin""";"""Lingote - 100 moedas""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_Jbox:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"68";"68";"""Jewelery Box - 350 coin""";"""Caixa de Joias - 350 moedas""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_Map_twk:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"71";"71";"""Rare Map - 75 coin""";"""Mapa Raro - 75 moedas""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_Medal:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"74";"74";"""War Medal - 35 coin""";"""Medalha de Guerra - 35 moedas""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_Plate:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"77";"77";"""Decor Plate - 75 coin""";"""Placa Decorativa - 75 moedas""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_PocketWatch:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"80";"80";"""Pocket Watch - 112 coin""";"""Relógio de Bolso - 112 moedas""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_Sextant:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"83";"83";"""Sextant - 45 coin""";"""Sextante - 45 moedas""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_Urn:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"86";"86";"""Urn - 35 coin""";"""Urna - 35 moedas""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Hrlm_WhaleStatue:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"89";"89";"""Whale Statuette - 200 coin""";"""Estatueta de Baleia - 200 moedas""";"Indeterminado";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"lamp_switch_twk:pInteractableTweaks DisTweaks_InteractableInterface";"m_Name";"92";"92";"""Fake Lamp""";"""Lâmpada Falsa""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Notes.Instructions_Hardcore_AbstrInv DisAbstractItem";"m_Description";"97";"97";"""Steal the six Clockwork Eggs and exit the mansion.\n\nSneak into the mansion to recover the Eggs and as many valuables as you can.\nDo NOT get spotted. Nobody should know you were there. \nThere are six Clockwork Eggs to find, as well as heirlooms, paintings, and coins. \n\nYou have no supernatural powers. \nSome doors and chests are now locked.\nThe placement of many valuables has changed.\n\nScoring: \n* Avoiding the guards is worth more points than knocking them unconscious,  which in turn is worth more than killing them.\n* The more optional loot you gather, the more points you will score.\n\nSpecial: \nThis mansion is full of secrets, look everywhere. \nBe on the lookout for the 16 hidden figurines.\n\nGame Over: \nThe challenge is over when you get spotted 3 times or die.""";"""Roube os seis Ovos de Corda e saia da mansão.";"EN/Misto";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Notes.Instructions_Hardcore_AbstrInv DisAbstractItem";"m_ItemName";"95";"95";"""Burglar""";"""Ladrão""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Notes.Instructions_Normal_AbstrInv DisAbstractItem";"m_Description";"106";"125";"""Steal the six Clockwork Eggs and exit the mansion.\n\nSneak into the mansion to recover the Eggs and as many valuables as you can.\nDo NOT get spotted. Nobody should know you were there. \nThere are six Clockwork Eggs to find, as well as heirlooms, paintings, and coins. \n\nScoring: \n* Avoiding the guards is worth more points than knocking them unconscious,  which in turn is worth more than killing them.\n* The more optional loot you gather, the more points you will score\n\nSpecial: \nThis mansion is full of secrets, look everywhere. \n\nGame Over: \nThe challenge is over when you get spotted 3 times or die.""";"""Roube os seis Ovos de Corda e saia da mansão.";"EN";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Notes.Instructions_Normal_AbstrInv DisAbstractItem";"m_ItemName";"104";"123";"""Burglar""";"""Ladrão""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Notes.Rhyme_AbstrInv DisAbstractItem";"m_Description";"125";"158";"""Seek the space between middle and top,\nfor the three random elements that make whole,\nyour quest to pilfer all that glitters.""";"""Procure o espaço entre o meio e o topo,\npelos três elementos aleatórios que formam o todo,\nsua missão de pilhar tudo que brilha.""";"EN";"PT"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Notes.Rhyme_AbstrInv DisAbstractItem";"m_ItemName";"123";"156";"""A Clue""";"""Uma Pista""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Notes.Rhyme2_AbstrInv DisAbstractItem";"m_Description";"115";"148";"""Suspicious behavior comes in all forms.\nNo one puts an ashtray upside down, for example.  \nIt's just not normal.\nJust a thought.""";"""Comportamento suspeito vem em todas as formas.\nNinguém coloca um cinzeiro de cabeça para baixo, por exemplo.\nSimplesmente não é normal.\nSó um pensamento.""";"EN";"PT/Misto"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Notes.Rhyme2_AbstrInv DisAbstractItem";"m_ItemName";"113";"146";"""A Clue""";"""Uma Pista""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Notes.Rhyme3_AbstrInv DisAbstractItem";"m_Description";"120";"153";"""One shouldn't limit themselves to cliche.\nNot all secret passages are activated by books in bookshelves, for example.\nBut some are.\nOne also shouldn't be blind to cliche.""";"""Não se deve limitar aos clichês.\nNem todas as passagens secretas são ativadas por livros em estantes, por exemplo.\nMas algumas são.\nTambém não se deve ser cego aos clichês.""";"EN";"PT/Misto"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Notes.Rhyme3_AbstrInv DisAbstractItem";"m_ItemName";"118";"151";"""A Clue""";"""Uma Pista""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Statue_AII_1 DisAbstractItem";"m_ItemName";"128";"161";"""Collectable Figurine""";"""Figurinha Colecionável""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Statue_AII_1 DisAbstractItem";"m_PluralItemName";"129";"162";"""Collectable Figurines""";"""Figurinhas Colecionáveis""";"Indeterminado";"Indeterminado"
"Thief_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Statue_AIP_1:pInteractableTweaks_PickupBase DisTweaks_Interactable_PickupBase";"m_Name";"133";"166";"""Collectable Figurine""";"""Figurinha Colecionável""";"Indeterminado";"Indeterminado"
"tower_01_MS.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"LTD_tower_door_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_InteractText";"3";"3";"""Pressione `k para trocar de nível""";"""Pressione `k para mudar de nível""";"PT";"PT"
"tower_01_MS.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"wheel_H2U_2Way_Down2Down_twk:pInteractableTweaks DisTweaks_InteractableInterface";"m_InteractText";"11";"11";"""Segure `GBA_Use` para girar""";"""Segurar `GBA_Use` Virar""";"PT";"Indeterminado"
"tower_01_MS.int";"Somente DeepSeek";"wheel_H2U_2Way_Down2Down_twk:pInteractableTweaks DisTweaks_InteractableInterface";"m_LockedMessage";"";"16";"";"""Trancado""";"";"Indeterminado"
"tower_01_MS.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"wheel_H2U_2Way_Down2Down_twk:pInteractableTweaks DisTweaks_InteractableInterface";"m_Name";"10";"10";"""Válvula""";"""Manivela""";"Indeterminado";"Indeterminado"
"Tower_AbstractInv_Assets.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"ConfessionAudiograph_NP_twk:DisTweaks_Interactable_PickupBase_0 DisTweaks_Interactable_PickupBase";"m_Name";"6";"6";"""Audiógrafo de Confissão do Lorde Regente""";"""Audiografia da Confissão do Lorde Regente""";"PT";"PT"
"Tower_AbstractInv_Assets.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"ConfessionAudiograph_twk:DisTweaks_Interactable_PickupBase_0 DisTweaks_Interactable_PickupBase";"m_Name";"18";"18";"""Audiógrafo de Confissão do Lorde Regente""";"""Audiografia da Confissão do Lorde Regente""";"PT";"PT"
"Tower_AbstractInv_Assets.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TravelPapers_twk:DisTweaks_Interactable_PickupBase_1 DisTweaks_Interactable_PickupBase";"m_Name";"30";"30";"""Audiógrafo de Confissão do Lorde Regente""";"""Audiogravação da Confissão do Lorde Regente""";"PT";"PT"
"Tower_AbstractInv_MS.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TravelPapers_AbsItm DisAbstractItem";"m_Description";"4";"4";"""Documentos oficiais da Regência que permite ao portador reservar uma passagem à bordo de qualquer navio que saia da cidade. """;"""Documentos oficiais do Regente que permitirão ao portador reservar passagem em qualquer navio que deixe a cidade.""";"PT";"PT/Misto"
"Tower_AbstractInv_MS.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TravelPapers_AbsItm DisAbstractItem";"m_ItemName";"2";"2";"""Documentação de Viagem""";"""Documentos de Viagem""";"PT";"PT"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tower_KillLordRegent DishonoredObjective";"m_Description";"13";"13";"""Acabe com o Reinado do Lorde Regente""";"""Derrube o Reinado do Lorde Regente""";"PT";"PT"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tower_KillLordRegent:DishonoredTask_Custom_0 DishonoredTask_Custom";"m_Description";"16";"16";"""Infiltre-se na Torre de Dunwall""";"""Infiltrar a Torre de Dunwall""";"PT";"Indeterminado"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tower_KillLordRegent:DishonoredTask_Custom_1 DishonoredTask_Custom";"m_Description";"20";"20";"""Vá com Samuel para a Torre de Dunwall""";"""Viajar com Samuel até a Torre de Dunwall""";"PT/Misto";"PT/Misto"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tower_KillLordRegent:DishonoredTask_Custom_5 DishonoredTask_Custom";"m_Description";"32";"32";"""(Não letal) Encontre o audiógrafo no quarto do Lorde Regente""";"""(Não letal) Encontre o audiografo no quarto do Lorde Regente""";"PT";"PT"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tower_KillLordRegent:DishonoredTask_Custom_6 DishonoredTask_Custom";"m_Description";"36";"36";"""(Não letal) Reproduza o audiógrafo do Lorde Regente no Posto de Controle de Transmissão""";"""(Não Letal) Reproduza o audiográfico do Lorde Regente na Estação de Controle de Transmissão""";"PT";"PT"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tower_KillLordRegent:DishonoredTask_Custom_7 DishonoredTask_Custom";"m_Description";"40";"40";"""Encontre o quarto do Lorde Regente""";"""Encontre os aposentos do Lorde Regente""";"PT";"PT"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tower_KillThePropagandaOfficer:DishonoredTask_Custom_7 DishonoredTask_Custom";"m_Description";"51";"51";"""Encontre o Posto de Controle de Transmissões""";"""Encontre a Estação de Controle de Transmissão""";"PT";"PT/Misto"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tower_LeaveWithSamuel DishonoredObjective";"m_Description";"55";"55";"""Escape da Torre de Dunwall""";"""Escapar da Torre de Dunwall""";"PT";"PT"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tower_LeaveWithSamuel:DishonoredTask_Custom_0 DishonoredTask_Custom";"m_Description";"58";"58";"""Fuja com Samuel""";"""Partir com Samuel""";"PT";"PT"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerEmpress_HideNSeek:DishonoredTask_Custom_1 DishonoredTask_Custom";"m_Description";"69";"69";"""(Opcional) Brinque de esconde-esconde com Emily""";"""(Opcional) Brincando de esconde-esconde com Emily""";"PT";"PT"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerEmpress_HideNSeek:DishonoredTask_Custom_4 DishonoredTask_Custom";"m_Description";"77";"77";"""(Opcional) Encontre Emily abaixo da ponte de pedra""";"""(Opcional) Encontre Emily sob a ponte de pedra""";"PT";"Indeterminado"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerEmpress_LordProtector DishonoredObjective";"m_Description";"81";"81";"""Lorde Protetor""";"""Lord Protetor""";"Indeterminado";"Indeterminado"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerEmpress_LordProtector:DishonoredTask_Custom_0 DishonoredTask_Custom";"m_Description";"84";"84";"""Proteja Emily e a Imperatriz""";"""Proteja a Imperatriz e Emily""";"EN";"EN"
"Tower_Objectives.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerEmpress_Report DishonoredObjective";"m_Description";"92";"92";"""Reporte-se a Imperatriz""";"""Reportar à Imperatriz""";"EN";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Alarm.Alarm_Regent_twk:DisTweaks_Interactable_AlarmBell_0 DisTweaks_Interactable_AlarmBell";"m_InteractText";"4";"4";""" `GBA_Use` Soar""";"""`GBA_Use` anel""";"Indeterminado";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Alarm.Alarm_Regent_twk:DisTweaks_Interactable_AlarmBell_0 DisTweaks_Interactable_AlarmBell";"m_Name";"3";"3";"""Alarme""";"""Sino de Alarme""";"Indeterminado";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Alarm.Alarm_Regent_twk:DisTweaks_Interactable_AlarmBell_0 DisTweaks_Interactable_AlarmBell";"m_UnringAlarmText";"2";"2";"""`GBA_Use` Silenciar""";"""`GBA_Use` silêncio""";"Indeterminado";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AudiographPanel_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_InteractText";"12";"12";""" `GBA_Use` Reproduzir Audiógrafo""";"""`GBA_Use` Reproduzir Audiógrafo""";"Indeterminado";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AudiographPanel_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_Name";"11";"11";"""Reprodutor de Audiógrafo""";"""Reprodutor de Audiograph""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LedgeTransitionDoor_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_Name";"19";"19";"""Ao Exterior da Torre de Dunwall""";"""Para o Exterior da Torre de Dunwall""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LedgeTransitionDoorExt_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_Name";"27";"27";"""Ao Saguão da Torre de Dunwall""";"""Para o Saguão da Torre de Dunwall""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_Courtyard_to_Foyer_twk DisTweaks_UsableObject";"m_UnlockInteractText";"31";"31";"""`GBA_Use` Destrancar""";"""`GBA_Use` Desbloquear""";"Indeterminado";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_Courtyard_to_Foyer_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_Name";"38";"38";"""Ao Saguão da Torre de Dunwall""";"""Para o Saguão da Torre de Dunwall""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_FishEntrance_to_Foyer_twk DisTweaks_UsableObject";"m_LockedMessage";"47";"47";"""Trancada. Você precisa da `k""";"""Trancado. Você precisa da `k""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_FishEntrance_to_Foyer_twk DisTweaks_UsableObject";"m_UnlockInteractText";"46";"46";"""`GBA_Use` Destrancar""";"""`GBA_Use` Desbloquear""";"Indeterminado";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_FishEntrance_to_Foyer_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_Name";"53";"53";"""Ao Saguão da Torre de Dunwall""";"""Para o Vestíbulo da Torre de Dunwall""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_FoyerLedge_to_YardLedge_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_InteractText";"62";"62";"""Pressione `GBA_Use` para ir ao parapeito do pátio da torre""";"""Pressione `GBA_Use` Viajar para o Parapeito do Pátio da Torre""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_FoyerMain_To_Courtyard_twk DisTweaks_UsableObject";"m_LockedMessage";"66";"66";"""Trancada. Você precisa da `k""";"""Trancado. Você precisa da `k""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_FoyerMain_To_Courtyard_twk DisTweaks_UsableObject";"m_UnlockInteractText";"65";"65";"""`GBA_Use` Destrancar""";"""`GBA_Use` Desbloquear""";"Indeterminado";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_FoyerMain_To_Courtyard_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_Name";"72";"72";"""Ao Exterior da Torre de Dunwall""";"""Para o Exterior da Torre de Dunwall""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_FoyerSide_to_FishEnt_twk DisTweaks_UsableObject";"m_LockedMessage";"81";"81";"""Trancada. Você precisa da `k""";"""Trancado. Você precisa da `k""";"PT";"PT"
