"Origem";"Arquivo";"Codificacao";"BytesOriginais";"Status";"Destino"
"DeepSeek";"L_Pub_Night_Audio.int";"UTF-16 LE";"4452";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_Pub_Night_Audio.int"
"DeepSeek";"L_Pub_Night_Env.int";"UTF-16 LE";"384";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_Pub_Night_Env.int"
"DeepSeek";"L_Streets1_Audio.int";"UTF-16 LE";"416";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_Streets1_Audio.int"
"DeepSeek";"L_Streets1_P.int";"UTF-16 LE";"426";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_Streets1_P.int"
"DeepSeek";"L_Streets1_Script.int";"UTF-16 LE";"11250";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_Streets1_Script.int"
"DeepSeek";"L_Streets2_Audio.int";"UTF-16 LE";"266";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_Streets2_Audio.int"
"DeepSeek";"L_Streets2_P.int";"UTF-16 LE";"242";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_Streets2_P.int"
"DeepSeek";"L_Streets2_Script.int";"UTF-16 LE";"10246";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_Streets2_Script.int"
"DeepSeek";"L_Streetsewer_Audio.int";"UTF-16 LE";"256";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_Streetsewer_Audio.int"
"DeepSeek";"L_Streetsewer_P.int";"UTF-16 LE";"450";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_Streetsewer_P.int"
"DeepSeek";"L_Streetsewer_Script.int";"UTF-16 LE";"13750";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_Streetsewer_Script.int"
"DeepSeek";"L_Tower_Script.int";"UTF-16 LE";"9480";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_Tower_Script.int"
"DeepSeek";"L_TowerRtrn_Int_Audio.int";"UTF-16 LE";"6152";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_TowerRtrn_Int_Audio.int"
"DeepSeek";"L_TowerRtrn_Int_Script.int";"UTF-16 LE";"12164";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_TowerRtrn_Int_Script.int"
"DeepSeek";"L_TowerRtrn_Yard_Audio.int";"UTF-16 LE";"1714";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_TowerRtrn_Yard_Audio.int"
"DeepSeek";"L_TowerRtrn_Yard_P.int";"UTF-16 LE";"502";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_TowerRtrn_Yard_P.int"
"DeepSeek";"L_TowerRtrn_Yard_Roof_Script.int";"UTF-16 LE";"970";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_TowerRtrn_Yard_Roof_Script.int"
"DeepSeek";"L_TowerRtrn_Yard_Script.int";"UTF-16 LE";"3234";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\L_TowerRtrn_Yard_Script.int"
"DeepSeek";"Lighthouse_Island_MS.int";"UTF-16 LE";"9768";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Lighthouse_Island_MS.int"
"DeepSeek";"Lighthouse_Objectives.int";"UTF-16 LE";"3950";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Lighthouse_Objectives.int"
"DeepSeek";"Lighthouse_Tweaks.int";"UTF-16 LE";"7334";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Lighthouse_Tweaks.int"
"DeepSeek";"Lighthouse_Twk.int";"UTF-16 LE";"4232";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Lighthouse_Twk.int"
"DeepSeek";"LocationMaps_Assets.int";"UTF-16 LE";"9614";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\LocationMaps_Assets.int"
"DeepSeek";"Money_twk.int";"UTF-16 LE";"74530";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Money_twk.int"
"DeepSeek";"Money_twk_Abs.int";"UTF-16 LE";"294";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Money_twk_Abs.int"
"DeepSeek";"movable_twk.int";"UTF-16 LE";"59046";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\movable_twk.int"
"DeepSeek";"MovableLimb_Interact_twk.int";"UTF-16 LE";"430";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\MovableLimb_Interact_twk.int"
"DeepSeek";"MysteryMan_MS.int";"UTF-16 LE";"14524";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\MysteryMan_MS.int"
"DeepSeek";"OilRain_MS.int";"UTF-16 LE";"6334";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\OilRain_MS.int"
"DeepSeek";"OutsiderDream_Objectives.int";"UTF-16 LE";"1216";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\OutsiderDream_Objectives.int"
"DeepSeek";"OutsiderShrine_twk.int";"UTF-16 LE";"486";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\OutsiderShrine_twk.int"
"DeepSeek";"Overseer_DesignTemp.int";"UTF-16 LE";"1940";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Overseer_DesignTemp.int"
"DeepSeek";"Overseer_MS.int";"UTF-16 LE";"1402";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Overseer_MS.int"
"DeepSeek";"Overseer_Twk.int";"UTF-16 LE";"37420";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Overseer_Twk.int"
"DeepSeek";"Ovrsr_AbstractInv_Assets.int";"UTF-16 LE";"7290";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Ovrsr_AbstractInv_Assets.int"
"DeepSeek";"Ovrsr_AbstractInv_MS.int";"UTF-16 LE";"55566";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Ovrsr_AbstractInv_MS.int"
"DeepSeek";"Ovrsr_Objectives.int";"UTF-16 LE";"8346";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Ovrsr_Objectives.int"
"DeepSeek";"PASpeaker_twk.int";"UTF-16 LE";"394";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\PASpeaker_twk.int"
"DeepSeek";"Pawn_FighterCiv_MTall_1.int";"UTF-16 LE";"762";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pawn_FighterCiv_MTall_1.int"
"DeepSeek";"Pickups_twk.int";"UTF-16 LE";"50714";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pickups_twk.int"
"DeepSeek";"Pickups_twk_Keys.int";"UTF-16 LE";"5174";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pickups_twk_Keys.int"
"DeepSeek";"Prison_AbstractInv_Assets.int";"UTF-16 LE";"1590";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Prison_AbstractInv_Assets.int"
"DeepSeek";"Prison_AbstractInv_MS.int";"UTF-16 LE";"1832";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Prison_AbstractInv_MS.int"
"DeepSeek";"Prison_MS.int";"UTF-16 LE";"5966";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Prison_MS.int"
"DeepSeek";"Prison_Objectives.int";"UTF-16 LE";"6640";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Prison_Objectives.int"
"DeepSeek";"PrsnSewer_Twk.int";"UTF-16 LE";"4408";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\PrsnSewer_Twk.int"
"DeepSeek";"Pub_Objectives.int";"UTF-16 LE";"22134";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pub_Objectives.int"
"DeepSeek";"Pwn_Aristo_F_1.int";"UTF-16 LE";"724";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Aristo_F_1.int"
"DeepSeek";"Pwn_Aristo_F_1_Mask1.int";"UTF-16 LE";"748";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Aristo_F_1_Mask1.int"
"DeepSeek";"Pwn_Aristo_F_2.int";"UTF-16 LE";"724";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Aristo_F_2.int"
"DeepSeek";"Pwn_Aristo_F_3.int";"UTF-16 LE";"724";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Aristo_F_3.int"
"DeepSeek";"Pwn_Aristo_F_4.int";"UTF-16 LE";"724";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Aristo_F_4.int"
"DeepSeek";"Pwn_Aristo_MTall_1.int";"UTF-16 LE";"740";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Aristo_MTall_1.int"
"DeepSeek";"Pwn_Aristo_MTall_1_Mask1.int";"UTF-16 LE";"796";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Aristo_MTall_1_Mask1.int"
"DeepSeek";"Pwn_Aristo_MTall_2.int";"UTF-16 LE";"740";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Aristo_MTall_2.int"
"DeepSeek";"Pwn_Aristo_MTall_3.int";"UTF-16 LE";"740";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Aristo_MTall_3.int"
"DeepSeek";"Pwn_Aristo_MTall_4.int";"UTF-16 LE";"740";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Aristo_MTall_4.int"
"DeepSeek";"Pwn_Assassin_MTall_1.int";"UTF-16 LE";"2274";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Assassin_MTall_1.int"
"DeepSeek";"Pwn_Assassin_MTBase.int";"UTF-16 LE";"740";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Assassin_MTBase.int"
"DeepSeek";"Pwn_AssassinIntro_MTall_1.int";"UTF-16 LE";"764";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_AssassinIntro_MTall_1.int"
"DeepSeek";"Pwn_AssassinSlack_MTall_1.int";"UTF-16 LE";"764";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_AssassinSlack_MTall_1.int"
"DeepSeek";"Pwn_Bridge.int";"UTF-16 LE";"778";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Bridge.int"
"DeepSeek";"Pwn_BrothelMadam_F.int";"UTF-16 LE";"752";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_BrothelMadam_F.int"
"DeepSeek";"Pwn_CityGuard_MSmall_0.int";"UTF-16 LE";"786";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_CityGuard_MSmall_0.int"
"DeepSeek";"Pwn_CityGuard_MSmall_1.int";"UTF-16 LE";"786";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_CityGuard_MSmall_1.int"
"DeepSeek";"Pwn_CityGuard_MSmall_1_Full1.int";"UTF-16 LE";"810";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_CityGuard_MSmall_1_Full1.int"
"DeepSeek";"Pwn_CityGuard_MSmall_1_Helm1.int";"UTF-16 LE";"820";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_CityGuard_MSmall_1_Helm1.int"
"DeepSeek";"Pwn_CityGuard_MSmall_1_Mask1.int";"UTF-16 LE";"810";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_CityGuard_MSmall_1_Mask1.int"
"DeepSeek";"Pwn_CityGuard_MSmall_2.int";"UTF-16 LE";"786";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_CityGuard_MSmall_2.int"
"DeepSeek";"Pwn_CityGuard_MSmall_2_Helm1.int";"UTF-16 LE";"812";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_CityGuard_MSmall_2_Helm1.int"
"DeepSeek";"Pwn_CityGuard_MSmall_2_Mask2.int";"UTF-16 LE";"790";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_CityGuard_MSmall_2_Mask2.int"
"DeepSeek";"Pwn_CityGuard_MSmall_3.int";"UTF-16 LE";"790";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_CityGuard_MSmall_3.int"
"DeepSeek";"Pwn_CityGuard_MSmall_3_Helm1.int";"UTF-16 LE";"818";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_CityGuard_MSmall_3_Helm1.int"
"DeepSeek";"Pwn_CityGuard_MSmall_3_Mask1.int";"UTF-16 LE";"818";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_CityGuard_MSmall_3_Mask1.int"
"DeepSeek";"Pwn_Civ_Base.int";"UTF-16 LE";"3606";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Civ_Base.int"
"DeepSeek";"Pwn_Daud_MTall_1.int";"UTF-16 LE";"2324";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Daud_MTall_1.int"
"DeepSeek";"Pwn_Dead_NPCs.int";"UTF-16 LE";"15696";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Dead_NPCs.int"
"DeepSeek";"Pwn_EliteGuard_Base.int";"UTF-16 LE";"734";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_Base.int"
"DeepSeek";"pwn_eliteguard_mtall_0.int";"UTF-16 LE";"766";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\pwn_eliteguard_mtall_0.int"
"DeepSeek";"pwn_eliteguard_mtall_1.int";"UTF-16 LE";"766";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\pwn_eliteguard_mtall_1.int"
"DeepSeek";"Pwn_EliteGuard_MTall_1_Full1.int";"UTF-16 LE";"790";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_MTall_1_Full1.int"
"DeepSeek";"Pwn_EliteGuard_MTall_1_Helm1.int";"UTF-16 LE";"792";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_MTall_1_Helm1.int"
"DeepSeek";"Pwn_EliteGuard_MTall_1_Mask1.int";"UTF-16 LE";"790";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_MTall_1_Mask1.int"
"DeepSeek";"pwn_eliteguard_mtall_2.int";"UTF-16 LE";"768";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\pwn_eliteguard_mtall_2.int"
"DeepSeek";"Pwn_EliteGuard_MTall_2_Helm1.int";"UTF-16 LE";"792";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_MTall_2_Helm1.int"
"DeepSeek";"Pwn_EliteGuard_MTall_2_Mask2.int";"UTF-16 LE";"762";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_MTall_2_Mask2.int"
"DeepSeek";"pwn_eliteguard_mtall_3.int";"UTF-16 LE";"766";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\pwn_eliteguard_mtall_3.int"
"DeepSeek";"Pwn_EliteGuard_MTall_3_Helm1.int";"UTF-16 LE";"792";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_MTall_3_Helm1.int"
"DeepSeek";"Pwn_EliteGuard_MTall_3_Mask1.int";"UTF-16 LE";"790";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_MTall_3_Mask1.int"
"DeepSeek";"pwn_eliteguard_mtall_4.int";"UTF-16 LE";"768";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\pwn_eliteguard_mtall_4.int"
"DeepSeek";"Pwn_EliteGuard_MTall_4_Helm1.int";"UTF-16 LE";"792";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_MTall_4_Helm1.int"
"DeepSeek";"pwn_eliteguard_mtall_4_Hub7.int";"UTF-16 LE";"758";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\pwn_eliteguard_mtall_4_Hub7.int"
"DeepSeek";"Pwn_EliteGuard_MTall_4_Mask2.int";"UTF-16 LE";"762";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_MTall_4_Mask2.int"
"DeepSeek";"pwn_eliteguard_mtall_5.int";"UTF-16 LE";"766";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\pwn_eliteguard_mtall_5.int"
"DeepSeek";"Pwn_EliteGuard_MTall_5_Helm1.int";"UTF-16 LE";"790";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_MTall_5_Helm1.int"
"DeepSeek";"Pwn_EliteGuard_MTall_5_Hub7.int";"UTF-16 LE";"758";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_MTall_5_Hub7.int"
"DeepSeek";"Pwn_EliteGuard_Prison.int";"UTF-16 LE";"3822";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_EliteGuard_Prison.int"
"DeepSeek";"Pwn_ExecSister_F.int";"UTF-16 LE";"730";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_ExecSister_F.int"
"DeepSeek";"Pwn_GrannyRags_F.int";"UTF-16 LE";"1456";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_GrannyRags_F.int"
"DeepSeek";"Pwn_Grif_MSmall.int";"UTF-16 LE";"1470";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Grif_MSmall.int"
"DeepSeek";"Pwn_Guard_Base.int";"UTF-16 LE";"2860";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_Guard_Base.int"
"DeepSeek";"Pwn_LeglessBum_MSmall.int";"UTF-16 LE";"756";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_LeglessBum_MSmall.int"
"DeepSeek";"Pwn_LowerGuard_MTall_0.int";"UTF-16 LE";"776";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_LowerGuard_MTall_0.int"
"DeepSeek";"Pwn_LowerGuard_MTall_0_Mask1.int";"UTF-16 LE";"800";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_LowerGuard_MTall_0_Mask1.int"
"DeepSeek";"Pwn_LowerGuard_MTall_1.int";"UTF-16 LE";"776";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_LowerGuard_MTall_1.int"
"DeepSeek";"Pwn_LowerGuard_MTall_1_Cap1.int";"UTF-16 LE";"796";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_LowerGuard_MTall_1_Cap1.int"
"DeepSeek";"Pwn_LowerGuard_MTall_2.int";"UTF-16 LE";"776";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_LowerGuard_MTall_2.int"
"DeepSeek";"Pwn_LowerGuard_MTall_2_Cap1.int";"UTF-16 LE";"796";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_LowerGuard_MTall_2_Cap1.int"
"DeepSeek";"Pwn_LowerGuard_MTall_3.int";"UTF-16 LE";"776";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_LowerGuard_MTall_3.int"
"DeepSeek";"Pwn_LowerGuard_MTall_3_Cap1.int";"UTF-16 LE";"796";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_LowerGuard_MTall_3_Cap1.int"
"DeepSeek";"Pwn_LowerGuard_MTall_4.int";"UTF-16 LE";"776";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_LowerGuard_MTall_4.int"
"DeepSeek";"Pwn_LowerGuard_MTall_4_Cap1.int";"UTF-16 LE";"796";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_LowerGuard_MTall_4_Cap1.int"
"DeepSeek";"Pwn_LowerGuardIntro_MTall_0.int";"UTF-16 LE";"796";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_LowerGuardIntro_MTall_0.int"
"DeepSeek";"Pwn_MiddleClass_F_1.int";"UTF-16 LE";"1530";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_MiddleClass_F_1.int"
"DeepSeek";"Pwn_MiddleClass_F_1_Mask1.int";"UTF-16 LE";"1582";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_MiddleClass_F_1_Mask1.int"
"DeepSeek";"Pwn_MiddleClass_F_2.int";"UTF-16 LE";"1530";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_MiddleClass_F_2.int"
"DeepSeek";"Pwn_MiddleClass_F_2_Hat1.int";"UTF-16 LE";"1574";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_MiddleClass_F_2_Hat1.int"
"DeepSeek";"Pwn_MiddleClass_F_3.int";"UTF-16 LE";"3746";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_MiddleClass_F_3.int"
"DeepSeek";"Pwn_MiddleClass_F_3_Hat1.int";"UTF-16 LE";"1574";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_MiddleClass_F_3_Hat1.int"
"DeepSeek";"Pwn_MiddleClass_F_4.int";"UTF-16 LE";"1534";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_MiddleClass_F_4.int"
"DeepSeek";"Pwn_MiddleClass_MSmall_1.int";"UTF-16 LE";"3106";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_MiddleClass_MSmall_1.int"
"DeepSeek";"Pwn_MiddleClass_MSmall_1_Hat1.int";"UTF-16 LE";"1614";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_MiddleClass_MSmall_1_Hat1.int"
"DeepSeek";"Pwn_MiddleClass_MSmall_1_Tower.int";"UTF-16 LE";"816";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_MiddleClass_MSmall_1_Tower.int"
"DeepSeek";"Pwn_MiddleClass_MTall_1.int";"UTF-16 LE";"5458";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\Pwn_MiddleClass_MTall_1.int"
